gene,weight
ENSG00000250954,1.0
ENSG00000250994,1.0
ENSG00000251023,1.0
ENSG00000251031,1.0
ENSG00000251034,1.0
ENSG00000251095,1.0
ENSG00000251148,1.0
ENSG00000251152,1.0
ENSG00000251170,1.0
ENSG00000251171,1.0
ENSG00000251199,1.0
ENSG00000251205,1.0
ENSG00000251244,1.0
ENSG00000251293,1.0
ENSG00000251294,1.0
ENSG00000251314,1.0
ENSG00000251377,1.0
ENSG00000251388,1.0
ENSG00000251391,1.0
ENSG00000251393,1.0
ENSG00000251423,1.0
ENSG00000251488,1.0
ENSG00000251523,1.0
ENSG00000251555,1.0
ENSG00000251556,1.0
ENSG00000251567,1.0
ENSG00000251574,1.0
ENSG00000251600,1.0
ENSG00000251613,1.0
ENSG00000251615,1.0
ENSG00000251652,1.0
ENSG00000251661,1.0
ENSG00000251680,1.0
ENSG00000251867,1.0
ENSG00000253108,1.0
ENSG00000253116,1.0
ENSG00000253125,1.0
ENSG00000253194,1.0
ENSG00000253197,1.0
ENSG00000253200,1.0
ENSG00000253205,1.0
ENSG00000253238,1.0
ENSG00000253270,1.0
ENSG00000253288,1.0
ENSG00000253300,1.0
ENSG00000253334,1.0
ENSG00000253347,1.0
ENSG00000253361,1.0
ENSG00000253369,1.0
ENSG00000253389,1.0
ENSG00000253392,1.0
ENSG00000253452,1.0
ENSG00000253474,1.0
ENSG00000253496,1.0
ENSG00000253500,1.0
ENSG00000253503,1.0
ENSG00000253553,1.0
ENSG00000253557,1.0
ENSG00000253567,1.0
ENSG00000253596,1.0
ENSG00000253607,1.0
ENSG00000253608,1.0
ENSG00000253629,1.0
ENSG00000253634,1.0
ENSG00000253636,1.0
ENSG00000253642,1.0
ENSG00000253645,1.0
ENSG00000253653,1.0
ENSG00000253671,1.0
ENSG00000253693,1.0
ENSG00000253720,1.0
ENSG00000253736,1.0
ENSG00000253762,1.0
ENSG00000253766,1.0
ENSG00000253796,1.0
ENSG00000253851,1.0
ENSG00000253853,1.0
ENSG00000253859,1.0
ENSG00000253875,1.0
ENSG00000253880,1.0
ENSG00000253891,1.0
ENSG00000253894,1.0
ENSG00000253925,1.0
ENSG00000253976,1.0
ENSG00000253983,1.0
ENSG00000253988,1.0
ENSG00000254031,1.0
ENSG00000254035,1.0
ENSG00000254039,1.0
ENSG00000254092,1.0
ENSG00000254163,1.0
ENSG00000254165,1.0
ENSG00000254171,1.0
ENSG00000254177,1.0
ENSG00000254180,1.0
ENSG00000254186,1.0
ENSG00000254187,1.0
ENSG00000254202,1.0
ENSG00000254248,1.0
ENSG00000254251,1.0
ENSG00000254263,1.0
ENSG00000254302,1.0
ENSG00000254343,1.0
ENSG00000254361,1.0
ENSG00000254363,1.0
ENSG00000254394,1.0
ENSG00000254409,1.0
ENSG00000254420,1.0
ENSG00000254433,1.0
ENSG00000254459,1.0
ENSG00000254467,1.0
ENSG00000254538,1.0
ENSG00000254556,1.0
ENSG00000254571,1.0
ENSG00000254587,1.0
ENSG00000254604,1.0
ENSG00000254664,1.0
ENSG00000254682,1.0
ENSG00000254733,1.0
ENSG00000254746,1.0
ENSG00000254777,1.0
ENSG00000254787,1.0
ENSG00000254865,1.0
ENSG00000254873,1.0
ENSG00000254907,1.0
ENSG00000254938,1.0
ENSG00000254987,1.0
ENSG00000254988,1.0
ENSG00000255027,1.0
ENSG00000255028,1.0
ENSG00000255046,1.0
ENSG00000255087,1.0
ENSG00000255132,1.0
ENSG00000255139,1.0
ENSG00000255158,1.0
ENSG00000255182,1.0
ENSG00000255202,1.0
ENSG00000255209,1.0
ENSG00000255240,1.0
ENSG00000255250,1.0
ENSG00000255310,1.0
ENSG00000255314,1.0
ENSG00000255320,1.0
ENSG00000255326,1.0
ENSG00000255366,1.0
ENSG00000255367,1.0
ENSG00000255384,1.0
ENSG00000255389,1.0
ENSG00000255410,1.0
ENSG00000255467,1.0
ENSG00000255476,1.0
ENSG00000255491,1.0
ENSG00000255495,1.0
ENSG00000255506,1.0
ENSG00000255537,1.0
ENSG00000255555,1.0
ENSG00000255557,1.0
ENSG00000255595,1.0
ENSG00000255621,1.0
ENSG00000255670,1.0
ENSG00000255856,1.0
ENSG00000255886,1.0
ENSG00000255910,1.0
ENSG00000255931,1.0
ENSG00000255968,1.0
ENSG00000256001,1.0
ENSG00000256116,1.0
ENSG00000256196,1.0
ENSG00000256226,1.0
ENSG00000256343,1.0
ENSG00000256389,1.0
ENSG00000256538,1.0
ENSG00000256654,1.0
ENSG00000256947,1.0
ENSG00000256948,1.0
ENSG00000256955,1.0
ENSG00000256973,1.0
ENSG00000256982,1.0
ENSG00000257004,1.0
ENSG00000257027,1.0
ENSG00000257060,1.0
ENSG00000257095,1.0
ENSG00000257176,1.0
ENSG00000257181,1.0
ENSG00000257191,1.0
ENSG00000257228,1.0
ENSG00000257239,1.0
ENSG00000257252,1.0
ENSG00000257258,1.0
ENSG00000257277,1.0
ENSG00000257279,1.0
ENSG00000257298,1.0
ENSG00000257322,1.0
ENSG00000257325,1.0
ENSG00000257342,1.0
ENSG00000257398,1.0
ENSG00000257434,1.0
ENSG00000257458,1.0
ENSG00000257496,1.0
ENSG00000257522,1.0
ENSG00000257526,1.0
ENSG00000257545,1.0
ENSG00000257647,1.0
ENSG00000257657,1.0
ENSG00000257681,1.0
ENSG00000257703,1.0
ENSG00000257735,1.0
ENSG00000257740,1.0
ENSG00000257894,1.0
ENSG00000257925,1.0
ENSG00000257953,1.0
ENSG00000258010,1.0
ENSG00000258028,1.0
ENSG00000258035,1.0
ENSG00000258039,1.0
ENSG00000258077,1.0
ENSG00000258081,1.0
ENSG00000258084,1.0
ENSG00000258101,1.0
ENSG00000258107,1.0
ENSG00000258131,1.0
ENSG00000258162,1.0
ENSG00000258168,1.0
ENSG00000258181,1.0
ENSG00000258216,1.0
ENSG00000258225,1.0
ENSG00000258231,1.0
ENSG00000258234,1.0
ENSG00000258302,1.0
ENSG00000258312,1.0
ENSG00000258337,1.0
ENSG00000258342,1.0
ENSG00000258365,1.0
ENSG00000258378,1.0
ENSG00000258380,1.0
ENSG00000258386,1.0
ENSG00000258394,1.0
ENSG00000258416,1.0
ENSG00000258419,1.0
ENSG00000258422,1.0
ENSG00000258449,1.0
ENSG00000258455,1.0
ENSG00000258471,1.0
ENSG00000258473,1.0
ENSG00000258520,1.0
ENSG00000258526,1.0
ENSG00000258560,1.0
ENSG00000258561,1.0
ENSG00000258580,1.0
ENSG00000258603,1.0
ENSG00000258631,1.0
ENSG00000258634,1.0
ENSG00000258637,1.0
ENSG00000258646,1.0
ENSG00000258662,1.0
ENSG00000258663,1.0
ENSG00000258695,1.0
ENSG00000258702,1.0
ENSG00000258744,1.0
ENSG00000258751,1.0
ENSG00000258757,1.0
ENSG00000258760,1.0
ENSG00000258768,1.0
ENSG00000258773,1.0
ENSG00000258784,1.0
ENSG00000258824,1.0
ENSG00000258829,1.0
ENSG00000258844,1.0
ENSG00000258871,1.0
ENSG00000258891,1.0
ENSG00000258938,1.0
ENSG00000258945,1.0
ENSG00000258982,1.0
ENSG00000258983,1.0
ENSG00000259001,1.0
ENSG00000259033,1.0
ENSG00000259035,1.0
ENSG00000259038,1.0
ENSG00000259039,1.0
ENSG00000259048,1.0
ENSG00000259072,1.0
ENSG00000259088,1.0
ENSG00000259103,1.0
ENSG00000259106,1.0
ENSG00000259118,1.0
ENSG00000259124,1.0
ENSG00000259138,1.0
ENSG00000259168,1.0
ENSG00000259175,1.0
ENSG00000259199,1.0
ENSG00000259200,1.0
ENSG00000259201,1.0
ENSG00000259255,1.0
ENSG00000259275,1.0
ENSG00000259296,1.0
ENSG00000259314,1.0
ENSG00000259327,1.0
ENSG00000259336,1.0
ENSG00000259345,1.0
ENSG00000259347,1.0
ENSG00000259363,1.0
ENSG00000259366,1.0
ENSG00000259370,1.0
ENSG00000259376,1.0
ENSG00000259390,1.0
ENSG00000259403,1.0
ENSG00000259407,1.0
ENSG00000259408,1.0
ENSG00000259420,1.0
ENSG00000259434,1.0
ENSG00000259442,1.0
ENSG00000259519,1.0
ENSG00000259523,1.0
ENSG00000259543,1.0
ENSG00000259560,1.0
ENSG00000259564,1.0
ENSG00000259579,1.0
ENSG00000259589,1.0
ENSG00000259604,1.0
ENSG00000259616,1.0
ENSG00000259617,1.0
ENSG00000259621,1.0
ENSG00000259635,1.0
ENSG00000259639,1.0
ENSG00000259644,1.0
ENSG00000259668,1.0
ENSG00000259678,1.0
ENSG00000259690,1.0
ENSG00000259692,1.0
ENSG00000259755,1.0
ENSG00000259756,1.0
ENSG00000259846,1.0
ENSG00000259865,1.0
ENSG00000259868,1.0
ENSG00000259891,1.0
ENSG00000259899,1.0
ENSG00000259946,1.0
ENSG00000259959,1.0
ENSG00000259969,1.0
ENSG00000259972,1.0
ENSG00000259977,1.0
ENSG00000259985,1.0
ENSG00000259986,1.0
ENSG00000259994,1.0
ENSG00000259995,1.0
ENSG00000260000,1.0
ENSG00000260011,1.0
ENSG00000260041,1.0
ENSG00000260071,1.0
ENSG00000260077,1.0
ENSG00000260086,1.0
ENSG00000260111,1.0
ENSG00000260118,1.0
ENSG00000260122,1.0
ENSG00000260126,1.0
ENSG00000260160,1.0
ENSG00000260163,1.0
ENSG00000260167,1.0
ENSG00000260173,1.0
ENSG00000260196,1.0
ENSG00000260198,1.0
ENSG00000260257,1.0
ENSG00000260267,1.0
ENSG00000260271,1.0
ENSG00000260288,1.0
ENSG00000260293,1.0
ENSG00000260296,1.0
ENSG00000260316,1.0
ENSG00000260331,1.0
ENSG00000260349,1.0
ENSG00000260392,1.0
ENSG00000260398,1.0
ENSG00000260400,1.0
ENSG00000260409,1.0
ENSG00000260418,1.0
ENSG00000260464,1.0
ENSG00000260465,1.0
ENSG00000260473,1.0
ENSG00000260495,1.0
ENSG00000260507,1.0
ENSG00000260510,1.0
ENSG00000260517,1.0
ENSG00000260536,1.0
ENSG00000260563,1.0
ENSG00000260570,1.0
ENSG00000260573,1.0
ENSG00000260578,1.0
ENSG00000260581,1.0
ENSG00000260583,1.0
ENSG00000260585,1.0
ENSG00000260658,1.0
ENSG00000260661,1.0
ENSG00000260664,1.0
ENSG00000260744,1.0
ENSG00000260773,1.0
ENSG00000260793,1.0
ENSG00000260805,1.0
ENSG00000260816,1.0
ENSG00000260832,1.0
ENSG00000260848,1.0
ENSG00000260850,1.0
ENSG00000260855,1.0
ENSG00000260879,1.0
ENSG00000260911,1.0
ENSG00000260912,1.0
ENSG00000260917,1.0
ENSG00000260918,1.0
ENSG00000260920,1.0
ENSG00000260926,1.0
ENSG00000260927,1.0
ENSG00000260947,1.0
ENSG00000260948,1.0
ENSG00000260971,1.0
ENSG00000260989,1.0
ENSG00000260999,1.0
ENSG00000261037,1.0
ENSG00000261049,1.0
ENSG00000261070,1.0
ENSG00000261094,1.0
ENSG00000261096,1.0
ENSG00000261098,1.0
ENSG00000261101,1.0
ENSG00000261114,1.0
ENSG00000261118,1.0
ENSG00000261135,1.0
ENSG00000261140,1.0
ENSG00000261141,1.0
ENSG00000261170,1.0
ENSG00000261187,1.0
ENSG00000261191,1.0
ENSG00000261193,1.0
ENSG00000261195,1.0
ENSG00000261218,1.0
ENSG00000261227,1.0
ENSG00000261248,1.0
ENSG00000261267,1.0
ENSG00000261313,1.0
ENSG00000261324,1.0
ENSG00000261329,1.0
ENSG00000261335,1.0
ENSG00000261338,1.0
ENSG00000261342,1.0
ENSG00000261351,1.0
ENSG00000261369,1.0
ENSG00000261386,1.0
ENSG00000261402,1.0
ENSG00000261448,1.0
ENSG00000261451,1.0
ENSG00000261460,1.0
ENSG00000261474,1.0
ENSG00000261478,1.0
ENSG00000261502,1.0
ENSG00000261526,1.0
ENSG00000261542,1.0
ENSG00000261586,1.0
ENSG00000261596,1.0
ENSG00000261613,1.0
ENSG00000261632,1.0
ENSG00000261669,1.0
ENSG00000261684,1.0
ENSG00000261766,1.0
ENSG00000261770,1.0
ENSG00000261786,1.0
ENSG00000261799,1.0
ENSG00000261829,1.0
ENSG00000261840,1.0
ENSG00000261845,1.0
ENSG00000261916,1.0
ENSG00000261997,1.0
ENSG00000262039,1.0
ENSG00000262049,1.0
ENSG00000262050,1.0
ENSG00000262052,1.0
ENSG00000262119,1.0
ENSG00000262151,1.0
ENSG00000262198,1.0
ENSG00000262202,1.0
ENSG00000262265,1.0
ENSG00000262267,1.0
ENSG00000262362,1.0
ENSG00000262412,1.0
ENSG00000262482,1.0
ENSG00000262528,1.0
ENSG00000262529,1.0
ENSG00000262580,1.0
ENSG00000262801,1.0
ENSG00000262823,1.0
ENSG00000262877,1.0
ENSG00000262967,1.0
ENSG00000263033,1.0
ENSG00000263063,1.0
ENSG00000263089,1.0
ENSG00000263120,1.0
ENSG00000263257,1.0
ENSG00000263272,1.0
ENSG00000263494,1.0
ENSG00000263508,1.0
ENSG00000263551,1.0
ENSG00000263603,1.0
ENSG00000263624,1.0
ENSG00000263655,1.0
ENSG00000263677,1.0
ENSG00000263708,1.0
ENSG00000263731,1.0
ENSG00000263745,1.0
ENSG00000263823,1.0
ENSG00000263847,1.0
ENSG00000263923,1.0
ENSG00000263986,1.0
ENSG00000263990,1.0
ENSG00000264015,1.0
ENSG00000264083,1.0
ENSG00000264151,1.0
ENSG00000264207,1.0
ENSG00000264449,1.0
ENSG00000264520,1.0
ENSG00000264666,1.0
ENSG00000264808,1.0
ENSG00000264895,1.0
ENSG00000265218,1.0
ENSG00000265316,1.0
ENSG00000265334,1.0
ENSG00000265349,1.0
ENSG00000265393,1.0
ENSG00000265394,1.0
ENSG00000265478,1.0
ENSG00000265542,1.0
ENSG00000265643,1.0
ENSG00000265702,1.0
ENSG00000265739,1.0
ENSG00000265750,1.0
ENSG00000265751,1.0
ENSG00000265907,1.0
ENSG00000265943,1.0
ENSG00000265987,1.0
ENSG00000266049,1.0
ENSG00000266111,1.0
ENSG00000266268,1.0
ENSG00000266313,1.0
ENSG00000266340,1.0
ENSG00000266368,1.0
ENSG00000266371,1.0
ENSG00000266456,1.0
ENSG00000266469,1.0
ENSG00000266489,1.0
ENSG00000266490,1.0
ENSG00000266527,1.0
ENSG00000266538,1.0
ENSG00000266573,1.0
ENSG00000266578,1.0
ENSG00000266599,1.0
ENSG00000266667,1.0
ENSG00000266677,1.0
ENSG00000266718,1.0
ENSG00000266844,1.0
ENSG00000266846,1.0
ENSG00000266900,1.0
ENSG00000266908,1.0
ENSG00000266947,1.0
ENSG00000266957,1.0
ENSG00000266977,1.0
ENSG00000267002,1.0
ENSG00000267007,1.0
ENSG00000267009,1.0
ENSG00000267039,1.0
ENSG00000267042,1.0
ENSG00000267053,1.0
ENSG00000267058,1.0
ENSG00000267082,1.0
ENSG00000267098,1.0
ENSG00000267108,1.0
ENSG00000267112,1.0
ENSG00000267114,1.0
ENSG00000267131,1.0
ENSG00000267136,1.0
ENSG00000267152,1.0
ENSG00000267160,1.0
ENSG00000267175,1.0
ENSG00000267199,1.0
ENSG00000267219,1.0
ENSG00000267222,1.0
ENSG00000267248,1.0
ENSG00000267249,1.0
ENSG00000267251,1.0
ENSG00000267260,1.0
ENSG00000267283,1.0
ENSG00000267284,1.0
ENSG00000267327,1.0
ENSG00000267383,1.0
ENSG00000267388,1.0
ENSG00000267412,1.0
ENSG00000267436,1.0
ENSG00000267469,1.0
ENSG00000267476,1.0
ENSG00000267481,1.0
ENSG00000267506,1.0
ENSG00000267546,1.0
ENSG00000267559,1.0
ENSG00000267568,1.0
ENSG00000267571,1.0
ENSG00000267605,1.0
ENSG00000267651,1.0
ENSG00000267653,1.0
ENSG00000267665,1.0
ENSG00000267694,1.0
ENSG00000267698,1.0
ENSG00000267707,1.0
ENSG00000267723,1.0
ENSG00000267731,1.0
ENSG00000267749,1.0
ENSG00000267765,1.0
ENSG00000267784,1.0
ENSG00000267786,1.0
ENSG00000267787,1.0
ENSG00000267811,1.0
ENSG00000267868,1.0
ENSG00000267890,1.0
ENSG00000267904,1.0
ENSG00000267922,1.0
ENSG00000267924,1.0
ENSG00000267939,1.0
ENSG00000268015,1.0
ENSG00000268030,1.0
ENSG00000268056,1.0
ENSG00000268069,1.0
ENSG00000268081,1.0
ENSG00000268093,1.0
ENSG00000268112,1.0
ENSG00000268119,1.0
ENSG00000268120,1.0
ENSG00000268129,1.0
ENSG00000268191,1.0
ENSG00000268218,1.0
ENSG00000268266,1.0
ENSG00000268292,1.0
ENSG00000268362,1.0
ENSG00000268392,1.0
ENSG00000268401,1.0
ENSG00000268403,1.0
ENSG00000268460,1.0
ENSG00000268496,1.0
ENSG00000268518,1.0
ENSG00000268583,1.0
ENSG00000268810,1.0
ENSG00000268858,1.0
ENSG00000268873,1.0
ENSG00000268912,1.0
ENSG00000268945,1.0
ENSG00000268981,1.0
ENSG00000269043,1.0
ENSG00000269044,1.0
ENSG00000269102,1.0
ENSG00000269124,1.0
ENSG00000269139,1.0
ENSG00000269151,1.0
ENSG00000269176,1.0
ENSG00000269189,1.0
ENSG00000269210,1.0
ENSG00000269246,1.0
ENSG00000269289,1.0
ENSG00000269292,1.0
ENSG00000269387,1.0
ENSG00000269399,1.0
ENSG00000269427,1.0
ENSG00000269481,1.0
ENSG00000269489,1.0
ENSG00000269514,1.0
ENSG00000269535,1.0
ENSG00000269604,1.0
ENSG00000269707,1.0
ENSG00000269729,1.0
ENSG00000269807,1.0
ENSG00000269813,1.0
ENSG00000269825,1.0
ENSG00000269887,1.0
ENSG00000269918,1.0
ENSG00000269935,1.0
ENSG00000269937,1.0
ENSG00000269938,1.0
ENSG00000269940,1.0
ENSG00000269950,1.0
ENSG00000269958,1.0
ENSG00000269967,1.0
ENSG00000269973,1.0
ENSG00000270019,1.0
ENSG00000270021,1.0
ENSG00000270039,1.0
ENSG00000270050,1.0
ENSG00000270055,1.0
ENSG00000270059,1.0
ENSG00000270066,1.0
ENSG00000270071,1.0
ENSG00000270072,1.0
ENSG00000270087,1.0
ENSG00000270091,1.0
ENSG00000270096,1.0
ENSG00000270127,1.0
ENSG00000270130,1.0
ENSG00000270154,1.0
ENSG00000270174,1.0
ENSG00000270175,1.0
ENSG00000270207,1.0
ENSG00000270240,1.0
ENSG00000270321,1.0
ENSG00000270557,1.0
ENSG00000270571,1.0
ENSG00000270792,1.0
ENSG00000270866,1.0
ENSG00000270871,1.0
ENSG00000270953,1.0
ENSG00000271204,1.0
ENSG00000271228,1.0
ENSG00000271254,1.0
ENSG00000271344,1.0
ENSG00000271380,1.0
ENSG00000271551,1.0
ENSG00000271553,1.0
ENSG00000271554,1.0
ENSG00000271717,1.0
ENSG00000271727,1.0
ENSG00000271730,1.0
ENSG00000271737,1.0
ENSG00000271761,1.0
ENSG00000271774,1.0
ENSG00000271778,1.0
ENSG00000271780,1.0
ENSG00000271789,1.0
ENSG00000271795,1.0
ENSG00000271806,1.0
ENSG00000271830,1.0
ENSG00000271833,1.0
ENSG00000271858,1.0
ENSG00000271860,1.0
ENSG00000271892,1.0
ENSG00000271904,1.0
ENSG00000271918,1.0
ENSG00000271945,1.0
ENSG00000271947,1.0
ENSG00000271955,1.0
ENSG00000271967,1.0
ENSG00000271971,1.0
ENSG00000271976,1.0
ENSG00000271978,1.0
ENSG00000271993,1.0
ENSG00000272008,1.0
ENSG00000272009,1.0
ENSG00000272010,1.0
ENSG00000272054,1.0
ENSG00000272056,1.0
ENSG00000272077,1.0
ENSG00000272079,1.0
ENSG00000272103,1.0
ENSG00000272106,1.0
ENSG00000272108,1.0
ENSG00000272121,1.0
ENSG00000272123,1.0
ENSG00000272129,1.0
ENSG00000272140,1.0
ENSG00000272154,1.0
ENSG00000272156,1.0
ENSG00000272157,1.0
ENSG00000272163,1.0
ENSG00000272172,1.0
ENSG00000272182,1.0
ENSG00000272195,1.0
ENSG00000272219,1.0
ENSG00000272256,1.0
ENSG00000272277,1.0
ENSG00000272316,1.0
ENSG00000272321,1.0
ENSG00000272335,1.0
ENSG00000272338,1.0
ENSG00000272341,1.0
ENSG00000272343,1.0
ENSG00000272356,1.0
ENSG00000272361,1.0
ENSG00000272375,1.0
ENSG00000272379,1.0
ENSG00000272405,1.0
ENSG00000272420,1.0
ENSG00000272447,1.0
ENSG00000272449,1.0
ENSG00000272461,1.0
ENSG00000272472,1.0
ENSG00000272477,1.0
ENSG00000272479,1.0
ENSG00000272501,1.0
ENSG00000272505,1.0
ENSG00000272512,1.0
ENSG00000272518,1.0
ENSG00000272541,1.0
ENSG00000272572,1.0
ENSG00000272588,1.0
ENSG00000272597,1.0
ENSG00000272599,1.0
ENSG00000272622,1.0
ENSG00000272630,1.0
ENSG00000272631,1.0
ENSG00000272646,1.0
ENSG00000272668,1.0
ENSG00000272678,1.0
ENSG00000272688,1.0
ENSG00000272702,1.0
ENSG00000272732,1.0
ENSG00000272733,1.0
ENSG00000272736,1.0
ENSG00000272744,1.0
ENSG00000272750,1.0
ENSG00000272754,1.0
ENSG00000272755,1.0
ENSG00000272768,1.0
ENSG00000272769,1.0
ENSG00000272777,1.0
ENSG00000272807,1.0
ENSG00000272824,1.0
ENSG00000272831,1.0
ENSG00000272848,1.0
ENSG00000272865,1.0
ENSG00000272871,1.0
ENSG00000272872,1.0
ENSG00000272905,1.0
ENSG00000272918,1.0
ENSG00000272936,1.0
ENSG00000272944,1.0
ENSG00000272953,1.0
ENSG00000272970,1.0
ENSG00000272973,1.0
ENSG00000272977,1.0
ENSG00000272983,1.0
ENSG00000272990,1.0
ENSG00000273007,1.0
ENSG00000273014,1.0
ENSG00000273064,1.0
ENSG00000273080,1.0
ENSG00000273108,1.0
ENSG00000273118,1.0
ENSG00000273151,1.0
ENSG00000273156,1.0
ENSG00000273188,1.0
ENSG00000273203,1.0
ENSG00000273204,1.0
ENSG00000273211,1.0
ENSG00000273230,1.0
ENSG00000273284,1.0
ENSG00000273308,1.0
ENSG00000273312,1.0
ENSG00000273314,1.0
ENSG00000273319,1.0
ENSG00000273329,1.0
ENSG00000273367,1.0
ENSG00000273416,1.0
ENSG00000273437,1.0
ENSG00000273448,1.0
ENSG00000273451,1.0
ENSG00000273456,1.0
ENSG00000273486,1.0
ENSG00000273487,1.0
ENSG00000273507,1.0
ENSG00000273619,1.0
ENSG00000273674,1.0
ENSG00000273680,1.0
ENSG00000273691,1.0
ENSG00000273702,1.0
ENSG00000273711,1.0
ENSG00000273729,1.0
ENSG00000273733,1.0
ENSG00000273748,1.0
ENSG00000273759,1.0
ENSG00000273792,1.0
ENSG00000273828,1.0
ENSG00000273855,1.0
ENSG00000274015,1.0
ENSG00000274080,1.0
ENSG00000274104,1.0
ENSG00000274184,1.0
ENSG00000274220,1.0
ENSG00000274253,1.0
ENSG00000274315,1.0
ENSG00000274341,1.0
ENSG00000274400,1.0
ENSG00000274421,1.0
ENSG00000274422,1.0
ENSG00000274425,1.0
ENSG00000274441,1.0
ENSG00000274460,1.0
ENSG00000274561,1.0
ENSG00000274667,1.0
ENSG00000274682,1.0
ENSG00000274698,1.0
ENSG00000274718,1.0
ENSG00000274767,1.0
ENSG00000274776,1.0
ENSG00000274893,1.0
ENSG00000274987,1.0
ENSG00000275055,1.0
ENSG00000275119,1.0
ENSG00000275180,1.0
ENSG00000275232,1.0
ENSG00000275367,1.0
ENSG00000275389,1.0
ENSG00000275390,1.0
ENSG00000275409,1.0
ENSG00000275443,1.0
ENSG00000275465,1.0
ENSG00000275494,1.0
ENSG00000275580,1.0
ENSG00000275601,1.0
ENSG00000275632,1.0
ENSG00000275645,1.0
ENSG00000275672,1.0
ENSG00000275734,1.0
ENSG00000275741,1.0
ENSG00000275764,1.0
ENSG00000275854,1.0
ENSG00000275963,1.0
ENSG00000275964,1.0
ENSG00000276007,1.0
ENSG00000276075,1.0
ENSG00000276101,1.0
ENSG00000276248,1.0
ENSG00000276250,1.0
ENSG00000276256,1.0
ENSG00000276282,1.0
ENSG00000276334,1.0
ENSG00000276337,1.0
ENSG00000276417,1.0
ENSG00000276517,1.0
ENSG00000276527,1.0
ENSG00000276529,1.0
ENSG00000276564,1.0
ENSG00000276627,1.0
ENSG00000276649,1.0
ENSG00000276672,1.0
ENSG00000276724,1.0
ENSG00000276728,1.0
ENSG00000276809,1.0
ENSG00000276855,1.0
ENSG00000276900,1.0
ENSG00000277007,1.0
ENSG00000277151,1.0
ENSG00000277159,1.0
ENSG00000277182,1.0
ENSG00000277196,1.0
ENSG00000277270,1.0
ENSG00000277369,1.0
ENSG00000277476,1.0
ENSG00000277511,1.0
ENSG00000277534,1.0
ENSG00000277597,1.0
ENSG00000277602,1.0
ENSG00000277675,1.0
ENSG00000277692,1.0
ENSG00000277701,1.0
ENSG00000277715,1.0
ENSG00000277767,1.0
ENSG00000277806,1.0
ENSG00000277825,1.0
ENSG00000277829,1.0
ENSG00000277855,1.0
ENSG00000277954,1.0
ENSG00000277978,1.0
ENSG00000278000,1.0
ENSG00000278013,1.0
ENSG00000278041,1.0
ENSG00000278126,1.0
ENSG00000278133,1.0
ENSG00000278254,1.0
ENSG00000278266,1.0
ENSG00000278291,1.0
ENSG00000278376,1.0
ENSG00000278384,1.0
ENSG00000278390,1.0
ENSG00000278576,1.0
ENSG00000278668,1.0
ENSG00000278727,1.0
ENSG00000278730,1.0
ENSG00000278740,1.0
ENSG00000278743,1.0
ENSG00000278784,1.0
ENSG00000278817,1.0
ENSG00000278834,1.0
ENSG00000278932,1.0
ENSG00000278996,1.0
ENSG00000279080,1.0
ENSG00000279110,1.0
ENSG00000279145,1.0
ENSG00000279159,1.0
ENSG00000279168,1.0
ENSG00000279232,1.0
ENSG00000279249,1.0
ENSG00000279277,1.0
ENSG00000279278,1.0
ENSG00000279317,1.0
ENSG00000279529,1.0
ENSG00000279571,1.0
ENSG00000279726,1.0
ENSG00000279738,1.0
ENSG00000279762,1.0
ENSG00000279927,1.0
ENSG00000280007,1.0
ENSG00000280029,1.0
ENSG00000280145,1.0
ENSG00000280195,1.0
ENSG00000280241,1.0
ENSG00000280441,1.0
ENSG00000280660,1.0
ENSG00000280878,1.0
ENSG00000281016,1.0
ENSG00000281021,1.0
ENSG00000281091,1.0
ENSG00000281120,1.0
ENSG00000281195,1.0
ENSG00000281333,1.0
ENSG00000281468,1.0
ENSG00000281538,1.0
ENSG00000281849,1.0
ENSG00000282022,1.0
ENSG00000282033,1.0
ENSG00000282057,1.0
ENSG00000282142,1.0
ENSG00000282375,1.0
ENSG00000282386,1.0
ENSG00000282393,1.0
ENSG00000282527,1.0
ENSG00000282556,1.0
ENSG00000282564,1.0
ENSG00000282840,1.0
ENSG00000282863,1.0
ENSG00000282885,1.0
ENSG00000282890,1.0
ENSG00000282917,1.0
ENSG00000282951,1.0
ENSG00000282987,1.0
ENSG00000282998,1.0
ENSG00000283003,1.0
ENSG00000283045,1.0
ENSG00000283078,1.0
ENSG00000283098,1.0
ENSG00000283103,1.0
ENSG00000283128,1.0
ENSG00000283221,1.0
ENSG00000283235,1.0
ENSG00000283294,1.0
ENSG00000283341,1.0
ENSG00000283360,1.0
ENSG00000283380,1.0
ENSG00000283384,1.0
ENSG00000283415,1.0
ENSG00000283445,1.0
ENSG00000283462,1.0
ENSG00000283480,1.0
ENSG00000283538,1.0
ENSG00000283662,1.0
ENSG00000283674,1.0
ENSG00000283692,1.0
ENSG00000283696,1.0
ENSG00000283839,1.0
ENSG00000283886,1.0
ENSG00000283897,1.0
ENSG00000283913,1.0
ENSG00000283982,1.0
ENSG00000284052,1.0
ENSG00000284196,1.0
ENSG00000284377,1.0
ENSG00000284418,1.0
ENSG00000284428,1.0
ENSG00000284523,1.0
ENSG00000284526,1.0
ENSG00000284602,1.0
ENSG00000284624,1.0
ENSG00000284633,1.0
ENSG00000284634,1.0
ENSG00000284642,1.0
ENSG00000284669,1.0
ENSG00000284677,1.0
ENSG00000284691,1.0
